,清見佐夜町（一部）,月曜日・木曜日,火曜日,第1火曜日
,清見佐夜町（一部）,火曜日・金曜日,木曜日,第1火曜日
,葛葉1～3丁目,火曜日・金曜日,木曜日,第1金曜日
,大字黒川（一部）,月曜日・木曜日,火曜日,第1木曜日
,大字黒川（一部）,火曜日・金曜日,木曜日,第1木曜日
,黒川西1～3丁目,火曜日・金曜日,木曜日,第1木曜日
,黒川東1～2丁目,火曜日・金曜日,木曜日,第1木曜日
,黄金町,火曜日・金曜日,月曜日,第2火曜日
,小松町,火曜日・金曜日,月曜日,第2水曜日
,小森江1～3丁目,火曜日・金曜日,木曜日,第1金曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
さ,栄町,月曜日・木曜日,火曜日,第1木曜日
,大字猿喰,火曜日・金曜日,木曜日,第1月曜日
,寺内1～5丁目,火曜日・金曜日,木曜日,第2月曜日
,下二十町,火曜日・金曜日,月曜日,第2月曜日
,下馬寄,火曜日・金曜日,月曜日,第2水曜日
,社ノ木1～2丁目,火曜日・金曜日,月曜日,第2木曜日
,庄司町,月曜日・木曜日,火曜日,第1水曜日
,大字白野江,火曜日・金曜日,木曜日,第1火曜日
,白野江1～4丁目,火曜日・金曜日,木曜日,第1火曜日
,城山町,火曜日・金曜日,木曜日,第2月曜日
,新開,火曜日・金曜日,木曜日,第1火曜日
,新原町,火曜日・金曜日,月曜日,第2水曜日
,新門司1～3丁目,火曜日・金曜日,木曜日,第1月曜日
,新門司北1～3丁目,火曜日・金曜日,木曜日,第1月曜日
,瀬戸町,火曜日・金曜日,木曜日,第1水曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
た,大字大里（一部）,火曜日・金曜日,月曜日,第2月曜日
,大字大里（一部）,火曜日・金曜日,木曜日,第2月曜日
,大里桜ケ丘,火曜日・金曜日,木曜日,第2月曜日
,大里新町,火曜日・金曜日,月曜日,第2火曜日
,大里戸ノ上1丁目,火曜日・金曜日,月曜日,第2火曜日
,大里戸ノ上2～4丁目,火曜日・金曜日,木曜日,第2火曜日
,大里原町,火曜日・金曜日,月曜日,第2水曜日
,大里東1丁目,火曜日・金曜日,月曜日,第1金曜日
,大里東2～5丁目,火曜日・金曜日,木曜日,第1金曜日
,大里東口,火曜日・金曜日,月曜日,第2火曜日
,大里本町1～3丁目,火曜日・金曜日,月曜日,第2火曜日
,大里桃山町,火曜日・金曜日,月曜日,第2水曜日
,高砂町,火曜日・金曜日,木曜日,第1木曜日
,高田1～2丁目,火曜日・金曜日,月曜日,第2火曜日
,太刀浦海岸,火曜日・金曜日,木曜日,第1火曜日
,谷町1～2丁目,月曜日・木曜日,火曜日,第1水曜日
,大字田野浦,火曜日・金曜日,木曜日,第1火曜日
,田野浦1～3丁目,火曜日・金曜日,木曜日,第1火曜日
,田野浦海岸,火曜日・金曜日,木曜日,第1火曜日
,大字恒見,火曜日・金曜日,木曜日,第1月曜日
,恒見町,火曜日・金曜日,木曜日,第1月曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
な,永黒1～2丁目,火曜日・金曜日,木曜日,第2月曜日
,長谷1～2丁目,月曜日・木曜日,火曜日,第1木曜日
,中二十町,火曜日・金曜日,木曜日,第2月曜日
,中町,火曜日・金曜日,月曜日,第2火曜日
,鳴竹1丁目（一部）,月曜日・木曜日,火曜日,第1火曜日
,鳴竹1丁目（一部）,火曜日・金曜日,木曜日,第1火曜日
,鳴竹2丁目,火曜日・金曜日,木曜日,第1火曜日
,西海岸1～3丁目,月曜日・木曜日,火曜日,第1木曜日
,錦町,月曜日・木曜日,火曜日,第1木曜日
,西新町1～2丁目,火曜日・金曜日,月曜日,第2木曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
は,大字畑（一部）,月曜日・木曜日,火曜日,第1月曜日
,大字畑（一部）,火曜日・金曜日,木曜日,第1月曜日
,畑田町,月曜日・木曜日,火曜日,第1水曜日
,浜町,月曜日・木曜日,火曜日,第1水曜日
,羽山1～2丁目,火曜日・金曜日,木曜日,第1金曜日
,原町別院,火曜日・金曜日,月曜日,第2水曜日
,東新町1～2丁目,火曜日・金曜日,月曜日,第2木曜日
,東本町1～2丁目,月曜日・木曜日,火曜日,第1水曜日
,東馬寄,火曜日・金曜日,月曜日,第2水曜日
,東港町,月曜日・木曜日,火曜日,第1水曜日
,東門司1～2丁目,月曜日・木曜日,火曜日,第1水曜日
,光町1～2丁目,火曜日・金曜日,月曜日,第2木曜日
,大字柄杓田,火曜日・金曜日,木曜日,第1月曜日
,柄杓田町,火曜日・金曜日,木曜日,第1月曜日
,広石1～2丁目,火曜日・金曜日,木曜日,第1木曜日
,藤松1～3丁目,火曜日・金曜日,月曜日,第2木曜日
,二タ松町,火曜日・金曜日,木曜日,第1金曜日
,不老町1～2丁目,火曜日・金曜日,月曜日,第2火曜日
,別院,火曜日・金曜日,月曜日,第2水曜日
,法師庵,月曜日・木曜日,火曜日,第1水曜日
,本町,月曜日・木曜日,火曜日,第1木曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
ま,松崎町,火曜日・金曜日,木曜日,第2月曜日
,松原1～3丁目,火曜日・金曜日,月曜日,第2火曜日
,丸山1丁目,月曜日・木曜日,火曜日,第1木曜日
,丸山2丁目（一部）,月曜日・木曜日,火曜日,第1木曜日
,丸山2丁目（一部）,火曜日・金曜日,木曜日,第1木曜日
,丸山3～4丁目,月曜日・木曜日,火曜日,第1木曜日
,丸山吉野町,火曜日・金曜日,木曜日,第1木曜日
,緑ケ丘,火曜日・金曜日,月曜日,第2水曜日
,港町,月曜日・木曜日,火曜日,第1木曜日
,南本町,火曜日・金曜日,木曜日,第1金曜日
,大字門司,月曜日・木曜日,火曜日,第1水曜日
,元清滝,火曜日・金曜日,木曜日,第1木曜日
,桃山台,火曜日・金曜日,月曜日,第2月曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
や,柳原町,火曜日・金曜日,月曜日,第2水曜日
,柳町1～4丁目,火曜日・金曜日,月曜日,第2火曜日
,矢筈町,火曜日・金曜日,木曜日,第1金曜日
あ,青葉1～2丁目,月曜日・木曜日,火曜日,第4水曜日
,赤坂1～5丁目,月曜日・木曜日,金曜日,第2金曜日
,浅野1～3丁目,火曜日・金曜日,月曜日,第4月曜日
,朝日ケ丘,火曜日・金曜日,月曜日,第4金曜日
,大字足原,月曜日・木曜日,金曜日,第3火曜日
,足原1～2丁目,月曜日・木曜日,火曜日,第3火曜日
,愛宕1～2丁目,月曜日・木曜日,火曜日,第4水曜日
,足立1～3丁目,月曜日・木曜日,金曜日,第3火曜日
,泉台1～4丁目,月曜日・木曜日,火曜日,第1水曜日
,板櫃町,月曜日・木曜日,火曜日,第4金曜日
,井堀1～5丁目,火曜日・金曜日,月曜日,第4金曜日
,今町1～3丁目,火曜日・金曜日,木曜日,第1木曜日
,鋳物師町,月曜日・木曜日,火曜日,第4水曜日
,魚町1～4丁目,火曜日・金曜日,月曜日,第4月曜日
,宇佐町1～2丁目,火曜日・金曜日,月曜日,第3金曜日
,江南町,火曜日・金曜日,月曜日,第4月曜日
,大田町,月曜日・木曜日,金曜日,第3金曜日
,大手町,月曜日・木曜日,金曜日,第4火曜日
,大畠1～3丁目,月曜日・木曜日,金曜日,第3月曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
か,鍛冶町1～2丁目,火曜日・金曜日,月曜日,第4月曜日
,片野1～5丁目,火曜日・金曜日,月曜日,第3木曜日
,片野新町1～3丁目,火曜日・金曜日,木曜日,第3水曜日
,金田1～2丁目,月曜日・木曜日,金曜日,第4水曜日
,金田3丁目,月曜日・木曜日,火曜日,第4水曜日
,上到津1丁目,火曜日・金曜日,月曜日,第1月曜日
,上到津2丁目（1番）,月曜日・木曜日,火曜日,第1月曜日
,上到津2丁目（1番を除く）,火曜日・金曜日,月曜日,第1月曜日
,上到津3～4丁目,火曜日・金曜日,月曜日,第1月曜日
,上富野1～5丁目,月曜日・木曜日,金曜日,第2金曜日
,香春口1丁目,月曜日・木曜日,金曜日,第4火曜日
,香春口2丁目,火曜日・金曜日,月曜日,第4火曜日
,神岳1～2丁目,月曜日・木曜日,金曜日,第3金曜日
,貴船町,月曜日・木曜日,金曜日,第3木曜日
,木町1丁目,月曜日・木曜日,金曜日,第1火曜日
,木町2～3丁目,月曜日・木曜日,火曜日,第1火曜日
,木町4丁目,月曜日・木曜日,金曜日,第1火曜日
,京町1～4丁目,火曜日・金曜日,月曜日,第4月曜日
,清水1～5丁目,月曜日・木曜日,火曜日,第1火曜日
,霧ケ丘1～3丁目,月曜日・木曜日,火曜日,第3火曜日
,金鶏町,月曜日・木曜日,火曜日,第1月曜日
,熊谷1～5丁目,火曜日・金曜日,木曜日,第1木曜日
,熊本1～4丁目,月曜日・木曜日,火曜日,第3金曜日
,黒住町,火曜日・金曜日,木曜日,第3水曜日
,黒原1～3丁目,月曜日・木曜日,火曜日,第3火曜日
,黄金1丁目,月曜日・木曜日,金曜日,第3木曜日
,黄金2丁目,月曜日・木曜日,火曜日,第3木曜日
,米町1～2丁目,火曜日・金曜日,月曜日,第4月曜日
,小文字1～2丁目,月曜日・木曜日,金曜日,第3月曜日
,紺屋町,火曜日・金曜日,月曜日,第4月曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
さ,菜園場1～2丁目,月曜日・木曜日,火曜日,第4水曜日
,堺町1～2丁目,火曜日・金曜日,月曜日,第4月曜日
,三郎丸1～2丁目,火曜日・金曜日,木曜日,第3水曜日
,三郎丸3丁目,火曜日・金曜日,月曜日,第3水曜日
,皿山町,月曜日・木曜日,火曜日,第1火曜日
,山門町,月曜日・木曜日,金曜日,第3火曜日
,重住三丁目,火曜日・金曜日,木曜日,第3水曜日
,篠崎1丁目（1～6番）,月曜日・木曜日,火曜日,第1水曜日
,篠崎1丁目（7～10番）,火曜日・金曜日,木曜日,第1水曜日
,篠崎2～5丁目,火曜日・金曜日,木曜日,第1水曜日
,下到津1丁目,月曜日・木曜日,火曜日,第1月曜日
,下到津2～3丁目,火曜日・金曜日,月曜日,第1月曜日
,下到津4～5丁目,月曜日・木曜日,火曜日,第1月曜日
,下富野1～5丁目,月曜日・木曜日,金曜日,第3月曜日
,寿山町,月曜日・木曜日,金曜日,第3火曜日
,城内,月曜日・木曜日,金曜日,第4水曜日
,城野団地,火曜日・金曜日,木曜日,第3水曜日
,昭和町,月曜日・木曜日,金曜日,第4火曜日
,白銀1丁目,月曜日・木曜日,金曜日,第4火曜日
,白銀2丁目,月曜日・木曜日,火曜日,第4火曜日
,白萩町,火曜日・金曜日,月曜日,第4金曜日
,神幸町,月曜日・木曜日,金曜日,第3月曜日
,新高田1～2丁目,月曜日・木曜日,火曜日,第1水曜日
,親和町,火曜日・金曜日,月曜日,第4水曜日
,末広1～2丁目,月曜日・木曜日,金曜日,第4月曜日
,須賀町,月曜日・木曜日,金曜日,第2金曜日
,砂津1～3丁目,月曜日・木曜日,金曜日,第4月曜日
,船頭町,火曜日・金曜日,月曜日,第4月曜日
,船場町,火曜日・金曜日,月曜日,第4月曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
た,大門1～2丁目,月曜日・木曜日,金曜日,第4水曜日
,高尾1丁目,月曜日・木曜日,火曜日,第1水曜日
,高尾2丁目,火曜日・金曜日,木曜日,第1水曜日
,高浜1～2丁目,月曜日・木曜日,金曜日,第2金曜日
,高坊1～2丁目,火曜日・金曜日,木曜日,第3水曜日
,高見台,火曜日・金曜日,月曜日,第4木曜日
,高峰町,火曜日・金曜日,月曜日,第4金曜日
,竪林町,月曜日・木曜日,火曜日,第1火曜日
,竪町1～2丁目,月曜日・木曜日,金曜日,第4水曜日
,田町,月曜日・木曜日,金曜日,第4水曜日
,常盤町,月曜日・木曜日,金曜日,第3月曜日
,大字富野,月曜日・木曜日,金曜日,第2金曜日
,富野台,月曜日・木曜日,金曜日,第2金曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
な,中井1～5丁目,火曜日・金曜日,月曜日,第4木曜日
,中井口（一部）,月曜日・木曜日,火曜日,第4木曜日
,中井口（一部）,火曜日・金曜日,月曜日,第4木曜日
,中井浜,火曜日・金曜日,月曜日,第4水曜日
,中島1～2丁目,月曜日・木曜日,金曜日,第4火曜日
,中津口1～2丁目,火曜日・金曜日,月曜日,第4月曜日
,長浜町,月曜日・木曜日,金曜日,第4月曜日
,西港町（一部）,月曜日・木曜日,火曜日,第4水曜日
,西港町（一部）,火曜日・金曜日,月曜日,第4水曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
は,萩崎町,火曜日・金曜日,月曜日,第4月曜日
,馬借1丁目（13・16番）,月曜日・木曜日,金曜日,第4火曜日
,馬借1丁目（13・16番を除く）,火曜日・金曜日,月曜日,第4火曜日
,馬借2丁目 （3・4・7番の一部）,月曜日・木曜日,金曜日,第4火曜日
,馬借2丁目（ 3・4・7番の一部を除く）,火曜日・金曜日,月曜日,第4火曜日
,馬借3丁目,火曜日・金曜日,月曜日,第4火曜日
,原町1～2丁目,月曜日・木曜日,金曜日,第1火曜日
,日明1～5丁目,月曜日・木曜日,火曜日,第4木曜日
,東篠崎1丁目（24・25番）,火曜日・金曜日,木曜日,第3木曜日
,東篠崎1丁目（24・25番を除く）,月曜日・木曜日,火曜日,第3木曜日
,東篠崎2丁目,火曜日・金曜日,木曜日,第3木曜日
,東篠崎3丁目,月曜日・木曜日,火曜日,第3木曜日
,東城野町,火曜日・金曜日,木曜日,第3水曜日
,東港1～2丁目,月曜日・木曜日,火曜日,第4水曜日
,平松町,月曜日・木曜日,火曜日,第4水曜日
,古船場町,火曜日・金曜日,月曜日,第4月曜日
,弁天町,月曜日・木曜日,火曜日,第1火曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
ま,真鶴1～2丁目,月曜日・木曜日,火曜日,第1月曜日
,緑ケ丘1～3丁目,月曜日・木曜日,火曜日,第4金曜日
,南丘1～3丁目,火曜日・金曜日,木曜日,第1木曜日
,三萩野1～3丁目,火曜日・金曜日,月曜日,第3金曜日
,都1～2丁目,火曜日・金曜日,月曜日,第1月曜日
,妙見町,月曜日・木曜日,金曜日,第3火曜日
,室町1～3丁目,月曜日・木曜日,金曜日,第4水曜日
,明和町,火曜日・金曜日,月曜日,第3金曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
よ,吉野町,月曜日・木曜日,金曜日,第4火曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
わ,若富士町,火曜日・金曜日,木曜日,第3水曜日
あ,安部山,月曜日・木曜日,火曜日,第3金曜日
,大字石田,火曜日・金曜日,月曜日,第3月曜日
,石田町,月曜日・木曜日,金曜日,第3水曜日
,石田南1～3丁目,月曜日・木曜日,金曜日,第3月曜日
,大字石原町,月曜日・木曜日,金曜日,第2水曜日
,大字市丸,月曜日・木曜日,金曜日,第2水曜日
,大字井手浦,月曜日・木曜日,金曜日,第2水曜日
,大字合馬,月曜日・木曜日,金曜日,第2水曜日
,大字長行（一部）,月曜日・木曜日,金曜日,第2火曜日
,大字長行（一部）,火曜日・金曜日,月曜日,第2火曜日
,長行西1～5丁目,火曜日・金曜日,月曜日,第2火曜日
,長行東1～3丁目,火曜日・金曜日,月曜日,第2火曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
か,大字頂吉,月曜日・木曜日,金曜日,第2水曜日
,隠蓑,月曜日・木曜日,金曜日,第3水曜日
,大字隠蓑,月曜日・木曜日,金曜日,第3水曜日
,上石田1～4丁目,月曜日・木曜日,金曜日,第3水曜日
,上葛原1～2丁目,月曜日・木曜日,火曜日,第3金曜日
,上曽根1～5丁目,月曜日・木曜日,金曜日,第4金曜日
,上曽根新町,月曜日・木曜日,金曜日,第4金曜日
,上貫1～3丁目,月曜日・木曜日,金曜日,第4木曜日
,上吉田1～6丁目,月曜日・木曜日,火曜日,第4火曜日
,蒲生1～5丁目,火曜日・金曜日,月曜日,第1金曜日
,企救丘1～3丁目,月曜日・木曜日,金曜日,第2木曜日
,企救丘4丁目（一部）,月曜日・木曜日,金曜日,第2木曜日
,企救丘4丁目（一部）,火曜日・金曜日,木曜日,第2木曜日
,企救丘5～6丁目,火曜日・金曜日,木曜日,第2木曜日
,北方1丁目（一部）,月曜日・木曜日,木曜日,第1金曜日
,北方1丁目（一部）,火曜日・金曜日,木曜日,第1金曜日
,北方2～5丁目,火曜日・金曜日,木曜日,第1金曜日
,大字木下,月曜日・木曜日,金曜日,第2水曜日
,大字朽網,月曜日・木曜日,金曜日,第4金曜日
,朽網西1～6丁目,月曜日・木曜日,金曜日,第4金曜日
,朽網東1～6丁目,月曜日・木曜日,金曜日,第4金曜日
,葛原1～5丁目,月曜日・木曜日,火曜日,第3金曜日
,葛原高松1～2丁目,月曜日・木曜日,火曜日,第3金曜日
,葛原東1～6丁目,月曜日・木曜日,金曜日,第4月曜日
,葛原本町1丁目（一部）,月曜日・木曜日,火曜日,第3金曜日
,葛原本町1丁目（一部）,月曜日・木曜日,金曜日,第3金曜日
,葛原本町2～5丁目,月曜日・木曜日,火曜日,第3金曜日
,葛原本町6丁目,月曜日・木曜日,金曜日,第3金曜日
,葛原元町1丁目,月曜日・木曜日,金曜日,第3金曜日
,葛原元町2丁目,月曜日・木曜日,金曜日,第3金曜日
,葛原元町3丁目,月曜日・木曜日,金曜日,第3金曜日
,大字小森,月曜日・木曜日,金曜日,第2水曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
さ,大字志井（一部）,月曜日・木曜日,金曜日,第2火曜日
,大字志井（一部）,火曜日・金曜日,月曜日,第2火曜日
,志井1～6丁目,火曜日・金曜日,月曜日,第2金曜日
,志井公園,火曜日・金曜日,月曜日,第2金曜日
,志井鷹羽台,火曜日・金曜日,月曜日,第2火曜日
,重住1～2丁目,月曜日・木曜日,火曜日,第1金曜日
,志徳1～2丁目,火曜日・金曜日,木曜日,第2木曜日
,下石田1～3丁目,月曜日・木曜日,金曜日,第3水曜日
,下城野1～2丁目,月曜日・木曜日,火曜日,第1金曜日
,下城野3丁目（一部）,月曜日・木曜日,火曜日,第1金曜日
,下城野3丁目（一部）,火曜日・金曜日,木曜日,第1金曜日
,下曽根1～4丁目,月曜日・木曜日,金曜日,第4水曜日
,下曽根新町,月曜日・木曜日,金曜日,第4水曜日
,下貫1～4丁目,月曜日・木曜日,金曜日,第4木曜日
,下南方1～2丁目,火曜日・金曜日,月曜日,第2月曜日
,下吉田1～4丁目,火曜日・金曜日,木曜日,第4火曜日
,城野1～4丁目,月曜日・木曜日,火曜日,第1金曜日
,新曽根,月曜日・木曜日,金曜日,第4月曜日
,大字新道寺,月曜日・木曜日,金曜日,第2水曜日
,星和台1丁目,火曜日・金曜日,木曜日,第3火曜日
,星和台2丁目（一部）,月曜日・木曜日,木曜日,第3火曜日
,星和台2丁目（一部）,火曜日・金曜日,木曜日,第3火曜日
,大字曽根,月曜日・木曜日,金曜日,第4水曜日
,曽根北町,月曜日・木曜日,金曜日,第4水曜日
,大字曽根新田,月曜日・木曜日,金曜日,第4金曜日
,曽根新田北1～2丁目,月曜日・木曜日,金曜日,第4水曜日
,曽根新田北3～5・7丁目,月曜日・木曜日,金曜日,第4金曜日
,曽根新田南1丁目,月曜日・木曜日,金曜日,第4水曜日
,曽根新田南2～4丁目,月曜日・木曜日,金曜日,第4金曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
た,大字高津尾,月曜日・木曜日,金曜日,第2火曜日
,高野1～6丁目,火曜日・金曜日,月曜日,第2火曜日
,大字田代,月曜日・木曜日,金曜日,第2水曜日
,田原1～5丁目,月曜日・木曜日,金曜日,第4木曜日
,田原新町1～3丁目,月曜日・木曜日,金曜日,第4水曜日
,大字辻三,月曜日・木曜日,金曜日,第2水曜日
,津田1～5丁目,月曜日・木曜日,金曜日,第4水曜日
,津田新町1～4丁目,月曜日・木曜日,金曜日,第4月曜日
,津田南町,月曜日・木曜日,金曜日,第4月曜日
,大字道原,月曜日・木曜日,金曜日,第2水曜日
,大字徳吉,月曜日・木曜日,金曜日,第2火曜日
,徳吉西1～3丁目,火曜日・金曜日,月曜日,第2火曜日
,徳吉東1～5丁目,火曜日・金曜日,月曜日,第2火曜日
,徳吉南1～2丁目,月曜日・木曜日,金曜日,第2火曜日
,徳吉南3丁目（一部）,月曜日・木曜日,金曜日,第2火曜日
,徳吉南3丁目（一部）,火曜日・金曜日,月曜日,第2火曜日
,徳吉南4丁目,月曜日・木曜日,金曜日,第2火曜日
,徳力1・6丁目,火曜日・金曜日,月曜日,第2月曜日
,徳力2丁目,火曜日・金曜日,月曜日,第2木曜日
,徳力3・4・5・7丁目,火曜日・金曜日,月曜日,第2金曜日
,徳力新町1～2丁目,火曜日・金曜日,月曜日,第2月曜日
,徳力団地,火曜日・金曜日,月曜日,第2月曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
な,長尾1～6丁目,火曜日・金曜日,月曜日,第2火曜日
,中曽根1～6丁目,月曜日・木曜日,金曜日,第4水曜日
,中曽根新町,月曜日・木曜日,金曜日,第4水曜日
,中曽根東1～6丁目,月曜日・木曜日,金曜日,第4水曜日
,中貫1～2丁目,月曜日・木曜日,金曜日,第4木曜日
,中貫本町,月曜日・木曜日,金曜日,第4木曜日
,大字長野,月曜日・木曜日,金曜日,第4月曜日
,長野1～3丁目,月曜日・木曜日,金曜日,第4月曜日
,長野東町,月曜日・木曜日,金曜日,第4月曜日
,長野本町1～4丁目,月曜日・木曜日,金曜日,第4月曜日
,中吉田1～4丁目,月曜日・木曜日,火曜日,第4火曜日
,中吉田5丁目（一部）,月曜日・木曜日,火曜日,第4火曜日
,中吉田5丁目（一部）,火曜日・金曜日,木曜日,第4火曜日
,中吉田6丁目,月曜日・木曜日,火曜日,第4火曜日
,西貫1～2丁目,月曜日・木曜日,金曜日,第4木曜日
,西水町,月曜日・木曜日,火曜日,第1金曜日
,蜷田若園1～3丁目,月曜日・木曜日,火曜日,第3木曜日
,大字貫,月曜日・木曜日,金曜日,第4木曜日
,貫弥生が丘1～4丁目,月曜日・木曜日,金曜日,第4木曜日
,沼新町1～3丁目,月曜日・木曜日,火曜日,第4火曜日
,沼本町1～4丁目,月曜日・木曜日,火曜日,第4火曜日
,沼緑町1～5丁目,月曜日・木曜日,火曜日,第4月曜日
,沼南町1～3丁目,月曜日・木曜日,金曜日,第4月曜日
,,,,
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
は,八幡町,月曜日・木曜日,火曜日,第1金曜日
,葉山町1丁目（一部）,月曜日・木曜日,金曜日,第3火曜日
,葉山町1丁目（一部）,火曜日・金曜日,木曜日,第3火曜日
,葉山町2～3丁目,火曜日・金曜日,木曜日,第3火曜日
,春ケ丘（一部）,月曜日・木曜日,火曜日,第1金曜日
,春ケ丘（一部）,火曜日・金曜日,木曜日,第1金曜日
,大字春吉,月曜日・木曜日,金曜日,第2水曜日
,東貫1～3丁目,月曜日・木曜日,金曜日,第4木曜日
,東水町,月曜日・木曜日,火曜日,第1金曜日
,日の出町1～2丁目,火曜日・金曜日,木曜日,第3火曜日
,平尾台1～3丁目,月曜日・木曜日,金曜日,第2水曜日
,富士見1～3丁目,月曜日・木曜日,火曜日,第1金曜日
,大字堀越,火曜日・金曜日,月曜日,第3月曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
ま,舞ケ丘1～6丁目,月曜日・木曜日,金曜日,第3水曜日
,大字南方,火曜日・金曜日,月曜日,第2月曜日
,南方1～5丁目,火曜日・金曜日,月曜日,第2月曜日
,南若園町,月曜日・木曜日,金曜日,第3火曜日
,大字母原,月曜日・木曜日,金曜日,第2火曜日
,守恒1～5丁目,火曜日・金曜日,木曜日,第3月曜日
,守恒本町1～3丁目,火曜日・金曜日,木曜日,第3月曜日
,町名,家庭ごみの収集日,プラスチックの収集日,粗大ごみの収集日  （事前申込制）
や,八重洲町,月曜日・木曜日,金曜日,第3水曜日
,山手1丁目,火曜日・金曜日,木曜日,第3月曜日
,山手2丁目（一部）,月曜日・木曜日,木曜日,第3月曜日
,山手2丁目（一部）,火曜日・金曜日,木曜日,第3月曜日
,山手3丁目,月曜日・木曜日,金曜日,第3月曜日
,大字山本,月曜日・木曜日,金曜日,第2水曜日
,湯川1～5丁目,月曜日・木曜日,火曜日,第3木曜日
,湯川新町1～4丁目,月曜日・木曜日,火曜日,第3木曜日
,大字横代,月曜日・木曜日,金曜日,第3水曜日
,横代北町1～5丁目,月曜日・木曜日,金曜日,第3水曜日
,横代葉山,月曜日・木曜日,金曜日,第3水曜日
,横代東町1～5丁目,月曜日・木曜日,金曜日,第3水曜日
,横代南町1～5丁目,月曜日・木曜日,金曜日,第3水曜日
,大字吉田,月曜日・木曜日,火曜日,第4火曜日
,吉田にれの木坂1～2丁目,月曜日・木曜日,火曜日,第4火曜日
,大字呼野,月曜日・木曜日,金曜日,第2水曜日
